fixture_id,date,stage,group,home_team,away_team,home_goals,away_goals,winner,status
537327,2026-06-11T19:00:00Z,GROUP_STAGE,GROUP_A,Mexico,South Africa,2.0,0.0,HOME_TEAM,FINISHED
537328,2026-06-12T02:00:00Z,GROUP_STAGE,GROUP_A,South Korea,Czechia,2.0,1.0,HOME_TEAM,FINISHED
537333,2026-06-12T19:00:00Z,GROUP_STAGE,GROUP_B,Canada,Bosnia-Herzegovina,1.0,1.0,DRAW,FINISHED
537345,2026-06-13T01:00:00Z,GROUP_STAGE,GROUP_D,United States,Paraguay,4.0,1.0,HOME_TEAM,FINISHED
537334,2026-06-13T19:00:00Z,GROUP_STAGE,GROUP_B,Qatar,Switzerland,1.0,1.0,DRAW,FINISHED
537339,2026-06-13T22:00:00Z,GROUP_STAGE,GROUP_C,Brazil,Morocco,1.0,1.0,DRAW,FINISHED
537340,2026-06-14T01:00:00Z,GROUP_STAGE,GROUP_C,Haiti,Scotland,0.0,1.0,AWAY_TEAM,FINISHED
537346,2026-06-14T04:00:00Z,GROUP_STAGE,GROUP_D,Australia,Turkey,2.0,0.0,HOME_TEAM,FINISHED
537351,2026-06-14T17:00:00Z,GROUP_STAGE,GROUP_E,Germany,Curaçao,7.0,1.0,HOME_TEAM,FINISHED
537357,2026-06-14T20:00:00Z,GROUP_STAGE,GROUP_F,Netherlands,Japan,2.0,2.0,DRAW,FINISHED
537352,2026-06-14T23:00:00Z,GROUP_STAGE,GROUP_E,Ivory Coast,Ecuador,1.0,0.0,HOME_TEAM,FINISHED
537358,2026-06-15T02:00:00Z,GROUP_STAGE,GROUP_F,Sweden,Tunisia,5.0,1.0,HOME_TEAM,FINISHED
537369,2026-06-15T16:00:00Z,GROUP_STAGE,GROUP_H,Spain,Cape Verde Islands,0.0,0.0,DRAW,FINISHED
537363,2026-06-15T19:00:00Z,GROUP_STAGE,GROUP_G,Belgium,Egypt,1.0,1.0,DRAW,FINISHED
537370,2026-06-15T22:00:00Z,GROUP_STAGE,GROUP_H,Saudi Arabia,Uruguay,1.0,1.0,DRAW,FINISHED
537364,2026-06-16T01:00:00Z,GROUP_STAGE,GROUP_G,Iran,New Zealand,2.0,2.0,DRAW,FINISHED
537391,2026-06-16T19:00:00Z,GROUP_STAGE,GROUP_I,France,Senegal,3.0,1.0,HOME_TEAM,FINISHED
537392,2026-06-16T22:00:00Z,GROUP_STAGE,GROUP_I,Iraq,Norway,1.0,4.0,AWAY_TEAM,FINISHED
537397,2026-06-17T01:00:00Z,GROUP_STAGE,GROUP_J,Argentina,Algeria,3.0,0.0,HOME_TEAM,FINISHED
537398,2026-06-17T04:00:00Z,GROUP_STAGE,GROUP_J,Austria,Jordan,3.0,1.0,HOME_TEAM,FINISHED
537403,2026-06-17T17:00:00Z,GROUP_STAGE,GROUP_K,Portugal,Congo DR,1.0,1.0,DRAW,FINISHED
537409,2026-06-17T20:00:00Z,GROUP_STAGE,GROUP_L,England,Croatia,4.0,2.0,HOME_TEAM,FINISHED
537410,2026-06-17T23:00:00Z,GROUP_STAGE,GROUP_L,Ghana,Panama,1.0,0.0,HOME_TEAM,FINISHED
537404,2026-06-18T02:00:00Z,GROUP_STAGE,GROUP_K,Uzbekistan,Colombia,1.0,3.0,AWAY_TEAM,FINISHED
537329,2026-06-18T16:00:00Z,GROUP_STAGE,GROUP_A,Czechia,South Africa,1.0,1.0,DRAW,FINISHED
537335,2026-06-18T19:00:00Z,GROUP_STAGE,GROUP_B,Switzerland,Bosnia-Herzegovina,4.0,1.0,HOME_TEAM,FINISHED
537336,2026-06-18T22:00:00Z,GROUP_STAGE,GROUP_B,Canada,Qatar,6.0,0.0,HOME_TEAM,FINISHED
537330,2026-06-19T01:00:00Z,GROUP_STAGE,GROUP_A,Mexico,South Korea,1.0,0.0,HOME_TEAM,FINISHED
537348,2026-06-19T19:00:00Z,GROUP_STAGE,GROUP_D,United States,Australia,2.0,0.0,HOME_TEAM,FINISHED
537342,2026-06-19T22:00:00Z,GROUP_STAGE,GROUP_C,Scotland,Morocco,0.0,1.0,AWAY_TEAM,FINISHED
537341,2026-06-20T00:30:00Z,GROUP_STAGE,GROUP_C,Brazil,Haiti,3.0,0.0,HOME_TEAM,FINISHED
537347,2026-06-20T03:00:00Z,GROUP_STAGE,GROUP_D,Turkey,Paraguay,0.0,1.0,AWAY_TEAM,FINISHED
537359,2026-06-20T17:00:00Z,GROUP_STAGE,GROUP_F,Netherlands,Sweden,5.0,1.0,HOME_TEAM,FINISHED
537353,2026-06-20T20:00:00Z,GROUP_STAGE,GROUP_E,Germany,Ivory Coast,2.0,1.0,HOME_TEAM,FINISHED
537354,2026-06-21T00:00:00Z,GROUP_STAGE,GROUP_E,Ecuador,Curaçao,0.0,0.0,DRAW,FINISHED
537360,2026-06-21T04:00:00Z,GROUP_STAGE,GROUP_F,Tunisia,Japan,0.0,4.0,AWAY_TEAM,FINISHED
537371,2026-06-21T16:00:00Z,GROUP_STAGE,GROUP_H,Spain,Saudi Arabia,4.0,0.0,HOME_TEAM,FINISHED
537365,2026-06-21T19:00:00Z,GROUP_STAGE,GROUP_G,Belgium,Iran,0.0,0.0,DRAW,FINISHED
537372,2026-06-21T22:00:00Z,GROUP_STAGE,GROUP_H,Uruguay,Cape Verde Islands,2.0,2.0,DRAW,FINISHED
537366,2026-06-22T01:00:00Z,GROUP_STAGE,GROUP_G,New Zealand,Egypt,1.0,3.0,AWAY_TEAM,FINISHED
537399,2026-06-22T17:00:00Z,GROUP_STAGE,GROUP_J,Argentina,Austria,2.0,0.0,HOME_TEAM,FINISHED
537393,2026-06-22T21:00:00Z,GROUP_STAGE,GROUP_I,France,Iraq,3.0,0.0,HOME_TEAM,FINISHED
537394,2026-06-23T00:00:00Z,GROUP_STAGE,GROUP_I,Norway,Senegal,3.0,2.0,HOME_TEAM,FINISHED
537400,2026-06-23T03:00:00Z,GROUP_STAGE,GROUP_J,Jordan,Algeria,1.0,2.0,AWAY_TEAM,FINISHED
537405,2026-06-23T17:00:00Z,GROUP_STAGE,GROUP_K,Portugal,Uzbekistan,5.0,0.0,HOME_TEAM,FINISHED
537411,2026-06-23T20:00:00Z,GROUP_STAGE,GROUP_L,England,Ghana,0.0,0.0,DRAW,FINISHED
537412,2026-06-23T23:00:00Z,GROUP_STAGE,GROUP_L,Panama,Croatia,0.0,1.0,AWAY_TEAM,FINISHED
537406,2026-06-24T02:00:00Z,GROUP_STAGE,GROUP_K,Colombia,Congo DR,1.0,0.0,HOME_TEAM,FINISHED
537337,2026-06-24T19:00:00Z,GROUP_STAGE,GROUP_B,Switzerland,Canada,2.0,1.0,HOME_TEAM,FINISHED
537338,2026-06-24T19:00:00Z,GROUP_STAGE,GROUP_B,Bosnia-Herzegovina,Qatar,3.0,1.0,HOME_TEAM,FINISHED
537344,2026-06-24T22:00:00Z,GROUP_STAGE,GROUP_C,Morocco,Haiti,4.0,2.0,HOME_TEAM,FINISHED
537343,2026-06-24T22:00:00Z,GROUP_STAGE,GROUP_C,Scotland,Brazil,0.0,3.0,AWAY_TEAM,FINISHED
537331,2026-06-25T01:00:00Z,GROUP_STAGE,GROUP_A,Czechia,Mexico,0.0,3.0,AWAY_TEAM,FINISHED
